paragraph,label
"The composite membranes were fabricated by referring to the (NIPS) process [42,43]. Table 2 shows the variation of membrane compositions prepared in this study. In the beginning, a certain amount of PSf pellets were mixed into a 50 mL of NMP solvent until the PSf pellets wholly dissolved. Then, the nanoparticle with a specific amount was introduced into the solution under constant stirring for 12 h. Subsequently, the mixture was put into an ultrasonic bath with an operating frequency of 60 kHz for 60 min to remove the trapped bubbles and create a better dispersion of nanoparticles. The membrane solution was cast onto a flat glass plate using a casting knife. Then, the casted solution was immersed in a DI water bath to form the membrane sheets, and it was left for 24 h to remove the spent solvent inside the membrane. Finally, membrane sheets were dried at an ambient condition.",y
"The scanning electron microscopy (SEM, JEOL Series, JSM-6510-LA, Japan) was used to observe the surface micromorphology and cross-section images of as-synthesized photocatalysts and the fabricated membranes. The energy dispersive X-ray (EDX, JEOL Series, Japan) was performed to capture the chemical composition, including elemental and oxide contents of the fabricated membrane. The particle size distribution of the photocatalyst was determined using a laser particle size analyzer (PSA, Labtron Instruments, UK). The atomic force microscopy (AFM, Hitachi, Japan) was applied for the fabricated membranes' surface roughness and topography observation. Fourier-transform infrared (FTIR, Perkin Elmer, USA) was used to characterize the chemical functional groups of as-synthesized photocatalysts and the fabricated membranes. X-ray diffraction analysis (XRD, Shimadzu, Japan) was used to investigate the crystalline structure and crystal phases of the photocatalysts and the fabricated membranes. The diffractograms were recorded using Cu Ka at 30 mA and 30 kV with a scanning speed of 3deg min-1 for a diffraction angle (2th) of 10deg-70deg.",n
"The assessment of photocatalytic activity of the nanoparticles and the optical analysis of diffuse reflectance spectrometry (DRS) was carried out. It was performed using a UV-vis (ultraviolet-visible) spectrophotometer (UV-vis Spectrophotometer, Shimadzu, Japan) and conducted at 250-700 nm. This analysis provided the absorbance interaction of the nanoparticles upon the photon energy from different wavelengths ranging from UV to visible light spectra. The energy gaps of the nanoparticle were then estimated using the method of Tauc plot. Brunauer-Emmet-Teller (BET, Quantachrome, Switzerland) with nitrogen (N2) as working gas was applied to observe the hysteresis loop, sorption behavior, and the specific surface area of the photocatalysts.",n
"The porosity measurement of the membrane was carried out by immersing the membrane for 24 h in DI water and recording the final weight of the membrane. Afterward, the membranes were placed in a vacuum oven for 24 h at 60 degC, and the dry weight of the membrane was measured. Finally, the membrane porosity was calculated using Eq. (1)[42].(1)e=wt-worwxAxdx100%Where e is the membrane porosity (%), while wt and wo represent the weights (g) of the wet and dry membranes, respectively. rw shows the water density at room temperature (0.997 g.cm-3); A corresponds to the effective surface area (cm-2); d represents the membrane thickness (cm).",n
"Additionally, the average pore radius was analyzed using the Guerout-Elford-Ferry approximation by Eq. (2)[42].(2)r=8edQx(2.9-1.75e)exAxDPWhere e shows the water viscosity at room temperature (8.9 x 10-4 Pa.s), d represents the membrane thickness (m), Q is the volumetric flow rate of the permeate (m3.s-1), and DP shows the trans-membrane pressure (Pa).",n
"The material testing machine (UTS H001, China) was used to conduct membrane mechanical strength measurements based on thickness, tensile strength, and elongation break. The measurement was subjected to a 5 x 5 cm2 flat sheet membrane sample. The sample was placed on a sample holder and carefully clamped. The sample was stretched, and the elongation rate was fixed at 20 mm/min. The measurements were subjected to each membrane sample in triplicates. A contact angle meter (OCA25 Dataphysics Instrument GmBH, Germany) was used to measure a static contact angle and surface energy using the sessile drop method. The DI water at 25 degC was used as a probe liquid. The water was dripped on the membrane surface. After 3 s, its contact angle was measured. The contact angle measurement was conducted several times to obtain reproducible measurement results. The water uptake value of fabricated membranes was calculated using Eq. (3)[42].(3)WU=ww-wdwdx100%Where WU is the water uptake (%), ww and wd are the wet and dry weights (g) of the tested membrane.",n
"The photocatalytic-filtration (photo-filtration) performance of the fabricated membranes was evaluated based on the permeate flux and pollutants removal in NRW photo-filtration process. The photo-filtration test was conducted using a prototype of a membrane filtration system equipped with a feed tank, a pump, pressure gauge, a permeate collector, and a membrane cell modified with a UV lamp (Philips TUV- 30-watt, Netherland). Fig. 1(a) shows the photo-filtration cross-flow module setup used in this experiment. The UV lamp can be easily turned on or off to perform, whether on dark or UV exposure filtration. The actual sample of NRW was used as the feed for evaluating the permeate flux and pollutants rejection, which focused on phenol, COD, and NH3-N removals.",n
"Before measuring the wastewater flux analysis, the membrane was acclimated using deionized water for 30 min. This test was performed at 5 bar trans-membrane pressure with a membrane area of 12.57 cm2. The permeate flux was recorded every 30 min for 3.5 h for each membrane. The membrane water flux values were then calculated using Eq. (4).(4)J=VA.tWhere J and V are the permeate water flux (L.m-2.h-1) and the volume of the permeate (L). At the same time, A and t are effective membrane area (m2) and filtration time (h), respectively.",n
"The phenol, COD, and NH3-N concentrations were spectrophotometrically determined using reagents of HACH 183699, dichromate, and HI3824-025, respectively. The following Eq. (5) was used to calculate membrane pollutant rejection.(5)R=(1-CPCF)x100%Where R is rejection efficiency (%), Cp and Cf are the concentration (mg/L) of the pollutant in permeate and feed solution, respectively.",n
"The photocatalytic activity of the fabricated membranes was evaluated by assessing the phenol, COD, and NH3-N degradations rate using the sample of NRW as the feed. Firstly, 100 mL of NRW sample was diluted by adding 100 mL of DI water to reduce the pollutant concentration and make the countable photocatalytic degradation by the membrane composites. The membrane sheet of 5 cm in diameter was mounted onto the glass holder and was immersed into 100 mL of NRW sample. This experiment was carried out in a dark and closed chamber equipped with a UV lamp. The distance between the wastewater and the UV lamp was 10 cm. The complete illustration of the batch photocatalytic test setup can be seen in Fig. 1(b). Before the UV lamp was turned on, the membrane was immersed for 60 min in order to achieve the adsorption equilibrium state for ensuring that only the photocatalytic process was assayed. This photocatalytic process was conducted for 120 min, and COD, NH3-N, and phenol removals were measured every 20 min. The photocatalytic degradation kinetics using the composite membranes were further evaluated by applying the zero order and pseudo-first order kinetic models. The mathematical expressions of the applied kinetic models are represented in Eq. (6) and Eq. (7), respectively [44].(6)Co-Ct=kot(7)lnCoCt=k1tWhere Co and Ct represent the concentrations of pollutants at initial (mg/L) and at a specific time (mg/L), ko (mg L-1 min-1) and k1 (min-1) symbolize the rate constants of zero-order and pseudo-first order kinetic models, and t is the operating time (min).",n
